report_date,manufacturer,model_original,model_year,model_key,source_url,loaded_at
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-19,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,현대자동차(주),아반떼(AVANTE),2016,HYU_AVANTE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,현대자동차(주),그랜저(GRANDEUR),2020,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),2020,HYU_KONA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,현대자동차(주),투싼(TUCSON),2016,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-22,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),그랜저(GRANDEUR),2010,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,현대자동차(주),쏘나타(SONATA),2015,HYU_SONATA,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-23,기아주식회사,스포티지,2016,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),그랜저(GRANDEUR),2009,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),그랜저(GRANDEUR),2009,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),그랜저(GRANDEUR),2010,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),그랜저(GRANDEUR),2011,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),그랜저(GRANDEUR),2016,HYU_GRANDEUR,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),그랜드 스타렉스(GRAND STAREX),2020,HYU_GRAND_STAREX,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),팰리세이드(PALISADE),2020,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,현대자동차(주),투싼(TUCSON),2021,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,카니발,2007,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,K5,2021,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,K5,2012,KIA_K5,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-24,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,현대자동차(주),투싼(TUCSON),2012,HYU_TUCSON,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,카니발,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,카니발 리무진,2021,KIA_CARNIVAL,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,K7,2017,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,K7,2013,KIA_K7,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,쏘렌토,2021,KIA_SORENTO,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-25,기아주식회사,스포티지,2012,KIA_SPORTAGE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),팰리세이드(PALISADE),2021,HYU_PALISADE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2014,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
2021-03-26,현대자동차(주),싼타페(SANTAFE),2021,HYU_SANTAFE,https://www.data.go.kr/data/15016450/fileData.do,2026-08-24
