stat_year,stat_month,dimension_type,dimension_value,registration_count,source_url,loaded_at
2026,7,REGION,강원,883863,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,REGION,전북,1011067,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,VEHICLE_TYPE,승용,22235478,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,VEHICLE_TYPE,승합,617340,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,VEHICLE_TYPE,화물,3690760,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,VEHICLE_TYPE,특수,149197,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,휘발유,12338505,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,경유,8314769,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,엘피지,1827725,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,등유,0,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,전기,1131483,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,알코올,1,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,태양열,2,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,CNG,23422,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,LNG,22,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,하이브리드(휘발유+전기),2775718,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,하이브리드(경유+전기),68109,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,하이브리드(LPG+전기),8887,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,하이브리드(CNG+전기),110,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,하이브리드(LNG+전기),0,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,수소,37433,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,수소전기,11375,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
2026,7,FUEL,기타연료,155214,https://stat.molit.go.kr/portal/cate/statView.do?hRsId=58&hFormId=5498&hDivEng=&month_yn=,2026-08-23
